x,z,erosion,U,βz,h_wb,slope
3975.0,1685.6136363636365,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
3980.0,1685.2181818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
3985.0,1684.8227272727272,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
3990.0,1684.4272727272728,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
3995.0,1684.0318181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4000.0,1683.6363636363635,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4005.0,1683.240909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4010.0,1682.8454545454547,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4015.0,1682.45,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4020.0,1682.0545454545454,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4025.0,1681.659090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4030.0,1681.2636363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4035.0,1680.8681818181817,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4040.0,1680.4727272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4045.0,1680.0772727272729,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4050.0,1679.6818181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4055.0,1679.2863636363636,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4060.0,1678.8909090909092,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4065.0,1678.4954545454545,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4070.0,1678.1,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4075.0,1677.7045454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4080.0,1677.3090909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4085.0,1676.9136363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4090.0,1676.5181818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4095.0,1676.1227272727274,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4100.0,1675.7272727272727,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4105.0,1675.331818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4110.0,1674.9363636363637,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4115.0,1674.540909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4120.0,1674.1454545454546,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4125.0,1673.75,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4130.0,1673.3545454545456,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4135.0,1672.959090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4140.0,1672.5636363636363,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4145.0,1672.168181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4150.0,1671.7727272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4155.0,1671.3772727272726,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4160.0,1670.9818181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4165.0,1670.5863636363638,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4170.0,1670.1909090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4175.0,1669.7954545454545,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4180.0,1669.4,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4185.0,1669.0045454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4190.0,1668.6090909090908,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4195.0,1668.2136363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4200.0,1667.8181818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4205.0,1667.4227272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4210.0,1667.0272727272727,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4215.0,1666.6318181818183,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4220.0,1666.2363636363636,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4225.0,1665.840909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4230.0,1665.4454545454546,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4235.0,1665.05,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4240.0,1664.6545454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4245.0,1664.259090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4250.0,1663.8636363636365,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4255.0,1663.4681818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4260.0,1663.0727272727272,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4265.0,1662.6772727272728,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4270.0,1662.2818181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4275.0,1661.8863636363635,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4280.0,1661.490909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4285.0,1661.0954545454547,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4290.0,1660.7,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4295.0,1660.3045454545454,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4300.0,1659.909090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4305.0,1659.5136363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4310.0,1659.1181818181817,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4315.0,1658.7227272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4320.0,1658.3272727272729,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4325.0,1657.9318181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4330.0,1657.5363636363636,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4335.0,1657.1409090909092,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4340.0,1656.7454545454545,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4345.0,1656.35,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4350.0,1655.9545454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4355.0,1655.5590909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4360.0,1655.1636363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4365.0,1654.7681818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4370.0,1654.3727272727274,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4375.0,1653.9772727272727,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4380.0,1653.581818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4385.0,1653.1863636363637,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4390.0,1652.790909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4395.0,1652.3954545454546,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4400.0,1652.0,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4405.0,1651.6045454545456,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4410.0,1651.209090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4415.0,1650.8136363636363,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4420.0,1650.418181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4425.0,1650.0227272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4430.0,1649.6272727272726,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4435.0,1649.2318181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4440.0,1648.8363636363638,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4445.0,1648.4409090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4450.0,1648.0454545454545,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4455.0,1647.65,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4460.0,1647.2545454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4465.0,1646.8590909090908,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4470.0,1646.4636363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4475.0,1646.0681818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4480.0,1645.6727272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4485.0,1645.2772727272727,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4490.0,1644.8818181818183,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4495.0,1644.4863636363636,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4500.0,1644.090909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4505.0,1643.6954545454546,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4510.0,1643.3,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4515.0,1642.9045454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4520.0,1642.509090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4525.0,1642.1136363636365,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4530.0,1641.7181818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4535.0,1641.3227272727272,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4540.0,1640.9272727272728,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4545.0,1640.5318181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4550.0,1640.1363636363637,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4555.0,1639.740909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4560.0,1639.3454545454547,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4565.0,1638.95,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4570.0,1638.5545454545454,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4575.0,1638.159090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4580.0,1637.7636363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4585.0,1637.3681818181817,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4590.0,1636.9727272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4595.0,1636.5772727272729,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4600.0,1636.1818181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4605.0,1635.7863636363636,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4610.0,1635.3909090909092,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4615.0,1634.9954545454545,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4620.0,1634.6,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4625.0,1634.2045454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4630.0,1633.8090909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4635.0,1633.4136363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4640.0,1633.0181818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4645.0,1632.6227272727274,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4650.0,1632.2272727272727,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4655.0,1631.831818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4660.0,1631.4363636363637,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4665.0,1631.040909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4670.0,1630.6454545454546,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4675.0,1630.25,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4680.0,1629.8545454545456,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4685.0,1629.459090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4690.0,1629.0636363636363,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4695.0,1628.668181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4700.0,1628.2727272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4705.0,1627.8772727272726,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4710.0,1627.4818181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4715.0,1627.0863636363638,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4720.0,1626.6909090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4725.0,1626.2954545454545,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4730.0,1625.9,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4735.0,1625.5045454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4740.0,1625.1090909090908,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4745.0,1624.7136363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4750.0,1624.3181818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4755.0,1623.9227272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4760.0,1623.5272727272727,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4765.0,1623.1318181818183,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4770.0,1622.7363636363636,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4775.0,1622.340909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4780.0,1621.9454545454546,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4785.0,1621.55,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4790.0,1621.1545454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4795.0,1620.759090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4800.0,1620.3636363636365,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4805.0,1619.9681818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4810.0,1619.5727272727272,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4815.0,1619.1772727272728,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4820.0,1618.7818181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4825.0,1618.3863636363637,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4830.0,1617.990909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4835.0,1617.5954545454547,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4840.0,1617.2,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4845.0,1616.8045454545454,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4850.0,1616.409090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4855.0,1616.0136363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4860.0,1615.6181818181817,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4865.0,1615.2227272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4870.0,1614.8272727272729,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4875.0,1614.4318181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4880.0,1614.0363636363636,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4885.0,1613.6409090909092,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4890.0,1613.2454545454545,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4895.0,1612.85,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4900.0,1612.4545454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4905.0,1612.0590909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4910.0,1611.6636363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4915.0,1611.2681818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4920.0,1610.8727272727274,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4925.0,1610.4772727272727,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4930.0,1610.081818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4935.0,1609.6863636363637,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4940.0,1609.290909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4945.0,1608.8954545454546,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4950.0,1608.5,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4955.0,1608.1045454545456,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4960.0,1607.709090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4965.0,1607.3136363636363,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4970.0,1606.918181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4975.0,1606.5227272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4980.0,1606.1272727272726,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4985.0,1605.7318181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4990.0,1605.3363636363638,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
4995.0,1604.9409090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5000.0,1604.5454545454545,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5005.0,1604.15,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5010.0,1603.7545454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5015.0,1603.3590909090908,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5020.0,1602.9636363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5025.0,1602.5681818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5030.0,1602.1727272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5035.0,1601.7772727272727,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5040.0,1601.3818181818183,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5045.0,1600.9863636363636,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5050.0,1600.590909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5055.0,1600.1954545454546,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5060.0,1599.8,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5065.0,1599.4045454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5070.0,1599.009090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5075.0,1598.6136363636365,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5080.0,1598.2181818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5085.0,1597.8227272727272,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5090.0,1597.4272727272728,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5095.0,1597.0318181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5100.0,1596.6363636363637,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5105.0,1596.240909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5110.0,1595.8454545454547,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5115.0,1595.45,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5120.0,1595.0545454545454,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5125.0,1594.659090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5130.0,1594.2636363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5135.0,1593.8681818181817,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5140.0,1593.4727272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5145.0,1593.0772727272729,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5150.0,1592.6818181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5155.0,1592.2863636363636,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5160.0,1591.8909090909092,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5165.0,1591.4954545454545,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5170.0,1591.1,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5175.0,1590.7045454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5180.0,1590.3090909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5185.0,1589.9136363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5190.0,1589.5181818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5195.0,1589.1227272727274,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5200.0,1588.7272727272727,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5205.0,1588.331818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5210.0,1587.9363636363637,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5215.0,1587.540909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5220.0,1587.1454545454546,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5225.0,1586.75,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5230.0,1586.3545454545456,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5235.0,1585.959090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5240.0,1585.5636363636363,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5245.0,1585.168181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5250.0,1584.7727272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5255.0,1584.3772727272726,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5260.0,1583.9818181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5265.0,1583.5863636363638,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5270.0,1583.1909090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5275.0,1582.7954545454545,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5280.0,1582.4,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5285.0,1582.0045454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5290.0,1581.6090909090908,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5295.0,1581.2136363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5300.0,1580.8181818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5305.0,1580.4227272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5310.0,1580.0272727272727,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5315.0,1579.6318181818183,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5320.0,1579.2363636363636,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5325.0,1578.840909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5330.0,1578.4454545454546,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5335.0,1578.05,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5340.0,1577.6545454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5345.0,1577.259090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5350.0,1576.8636363636365,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5355.0,1576.4681818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5360.0,1576.0727272727272,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5365.0,1575.6772727272728,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5370.0,1575.2818181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5375.0,1574.8863636363637,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5380.0,1574.490909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5385.0,1574.0954545454547,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5390.0,1573.7,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5395.0,1573.3045454545454,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5400.0,1572.909090909091,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5405.0,1572.5136363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5410.0,1572.1181818181817,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5415.0,1571.7227272727273,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5420.0,1571.3272727272729,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5425.0,1570.9318181818182,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5430.0,1570.5363636363636,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5435.0,1570.1409090909092,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5440.0,1569.7454545454545,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5445.0,1569.35,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5450.0,1568.9545454545455,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5455.0,1568.5590909090909,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5460.0,1568.1636363636364,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5465.0,1567.7681818181818,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
5470.0,1567.3727272727274,0.0,0.0,5.718571428571429e-6,63.0,-0.07909090909090909
